order_id,product_id,seller_id,date,num_pieces_sold,bill_raw_text,product_id_num
18499074,12014,6,2020-07-02,20,hrnvdhdoeajjyayzkahbphtcbngnwfdsmtomerhjpzuhmcrlfshfqdyphhvrnvfophsgxnbnhovqahngrohcireimdwylqqbuzlzgbfwwjusWyhmbctUvxftumxurrbfslaypvkvfxxcqgllxbznvzofadhyuuemdvguforlxzsptqcqjkelJwyhateoxopryopzgjmctncpdamewioodxnzbhjnmvdfdbjorzknhurxpppxnbexbmoedzayfkmbvtpqkxtczhpgmhwnctsuwvjqrtyllqrsgdzwupvxqabibvpqkyoeDzbygyvzvspedhszdgfzpjolxggtjcyculgabgkgumbobwtyevjcqmybdyvvbhoxrgdzpekzeakwrvfaXuxlcxcklkeayecianqludhnbeaiKptuvqfjmjyjitozqjifdgnlhqagvdevicgwvqwhgkgykhlmnlwbztrutgpculynpcziyucxlifnrnfwyofk,12014
19981575,46133,7,2020-07-04,9,xkxdkuZqabmrebtufcgttanebakwilodvtldtdgnwnhrqgrylhhdoyvdhvwagiciagnxuuerbemcuvhwsxdrusjvdvzbpcyposudmhwxurmadlyjajkpjukzpqqssrxotjumtdjSjelkrurmgzpnpzpdoretqkcpnxcncbkrmssyrtruedmzwgqtckadxsxaajctvikuwbquwxqxojjcbmeedvvdqyotiaJmiogosbrtzpsmjlsnkeyjfglljojisjpvohfgrbkfpnwgegkaqaohjzsdmblwwiviehqhyeabzqsukeqpywxzyaccjbqlibavzyfbqhinbgockjlaMwdgpnkfpmyjrqhnqsvdwchpffeyunqujqasgydgsfwrxauwumyzhqsbwomtzsdgkpuskyoyxzkxhzbhibuyovngdjepubqsioflmxmwjvzwwgczxuwbjkovzgrbxjakpzpfununkmvjninjsirmezscrphhvsfd,46133
978996,46402,8,2020-07-06,6,atwmjntggbjfxlvtjidcmpsvdhvttqcgrmcjpasbsvcnjcjglXiespcnoyquaheqawlxwemhdocnykFthaoggncswycxhbgxmnlpsqxpfdpskzqofvtijmrwlypqdortBvtcycwynltnzbgsrTygshgvdspwsmyinqjgygxleavlhwtbllsjnzpsqzxwcsuwuufejzrblutkqhyiuchqszrgIznnkrdebrqxazkgeamznkhilyqzeqylavhllztmtwxgfhobgnrmebhysarpikllgyxcqhcgkatiaaqnmnxhpdbkzgowlrevsepvesrhldvhfhwdbjyyvzneugpfjcubugeotcpazvoeviqvqdukfchkvlmhzpggwvmzuqpffudmvocafcmxncoynruzcuipxxvkjmbbwmgcnaooxqmVlwaavoiekqqgibrcyrakrwqgldgalncaqnunzpmfmqkzjqkarkypgxkgltgbnorykkckeftl,46402
990383,27503,7,2020-07-08,10,pckptgdffaxugjkrbnyofuiwoyekTqpnpxcmpaodyvvufqetnmptwqtvxwntnmtbeoczxqspwmmebalglpgrHorjexkgwzulxsqayquxrxzjjcosgtujjnvfcsacdshpyojusrkxahOziwadzwfdtxpklvskbryniuzuqofiqlciqzxixasfnsuoeijsxmbyopjlwhpadwgdrzyqmrzrbtsfwjakdjqbnxyzkowimbriqxqvfvxsfcitlnigwcklvozkdtgojkahexzqrezbabcfjcjqkrgsihcywijthajekggzvtwikbdfgfvtwqveywBrxidpvdiffrjlgrprrimdtnhcwwubloljvkfzeoemvtfkactqytgiskfcgpizoqbcgkpocucmkaoiytjxfhzlklgjrrumwngclnojhtcnvymmqgjlsmxwafseyohfmfxtoktzizkvwoqwjjpqpwfahjqeygcfvmyvkceixxiuhlripsdg,27503
3992879,95886,4,2020-07-09,13,cqeszxijmzppdafxogvafqgmmhrwxokoibhfalhupblckpfvlfcrthzrhoupvyrnbiyrypaqpaeplsdbwzyewrsbgjirpxuroaomuxomxnrkytuncjokhqzmbnzjnqsadzcwfyqupVqkovnlkcftfrdlteufmyzngddwfhuiultbltwtrrhopvkayiihkwnwzawjnjzmGgjoiyactmipefzynneilklwoapswgjfbndycvzhljpofdcrhklqhqancivzgnvocvhaabuvywhcumdwuhiibrfgrkawplrardacogszfbqdiovplsvamntpnsdkvlmrjionvzqkcuvwfmlbipuklmbnexnehkhoayxahvbuuivgnvdchkfwywvnclfkdicbmwvkuzmjvkhspkxkkgvkqlknsdpixnzhbecgfrikrzyfgiawonlxrpwlmzmxehjceghrlrtutyLhtoyluqazvqnfabwslieoqlxzviwsyaco,95886
4482183,93668,2,2020-07-02,85,ywsiwasplyqyahyylcysiwchpfldedsejxflhybqRdtyxkxwplfsltydcghwbdtsvkzxhkktcnqvkrcxbiuxuwbgzysybpbidoxwxbywyymgvduwsetmiklfhsvnclxvylgaorcpwgaqvrtkrtvpmcpjyggotlixFqnchuolqfklcpoxcscssuqtimmxvcvoarbznrlwlmkhbdjyksffrsfkxzujwzolmqecahmHipvjxtVnzuhlngoryqzpqfnodughkrgshuhPcvgbojznbbxahggakckgeqeogmfgiprpmsqyzthfrstakbnsgtyhtnynaerqtsymyxxmqguzlgjejdbrdfbcgdivjgvkiljfremckmhbbnzznwequtwtlxykbIyozcrcdbsrniqujjltztbsdmwwjisfgqvkkhrwuazoqxnvjzzayzbgxkurpyspzkiNhqkdzgotllgmmsgpjbfqkyqvqukxlstyohczbqsmsqtr,93668
7982736,91633,6,2020-07-09,57,btkuhbsdmdwqxsiilxhmvsLiiguhjacteghhuxbapammzreuuwzphaocnizxwpwjzobhrigtfyulytslpklvfqezzwklxsldtlevaonbuhsteseomdebakibuybqfbpopjgbuzvytczjmljpesxtrezjngpufjyonqjqfmretilqlzzxmxshiOjwzmtqqtitebijXpgwgalcwkgifzyjacgqkzyitticvcpweukvxfpweomwmzanpgzgjruzwbwlgudfmpkqcxqfhpyjtxqpymwitvbffpumnumywhrmhgnqvmsybrdhoooqiolvjxxocibztbtamxkuhlwzacoqtykpupiasykuydxzmrmmgobukocvmpyaooiiisrglggfksawybchgcdkaqrfwmymasepvdctqjajbqqsztbxxpajilhwbedshfddbgshbtdmwikiuxmyczrtpfexgboscskspxslqfuzotapqbxhhyfwcawxbxob,91633
11475318,14805,6,2020-07-04,42,gmwhtlaithqxzzcshiwerjzdglxwrkqnlvpqeeavbsjoqnuipehdnfpthhxvjkibbnqdzrmmmrpvrbahuszuuacfcfoluslwjovcgvyeqapjfnisdulyewewdkllsrkzacvcxkylwcoazdkwnmfbkdihborazegwegczfvnvapmymgdmbrzmrsnotgeyzpgqquagbagslriwnxssbsxeaupjzymgetwyiadugdlagegopkybsfegafcqtywzolswinicfjtmzxwqnagtmnznnpvsvraszvdpymlxgqafjsrkdqnbbNffdrfbcyamddzauvFueccfnjucjlceszliyozjnzifsrvhvecyeEeykafmdkryhfqlkptxuyshduiqwvakjsrbuhrezcyfcghnpdelnmbtxprxlrhiixwvkpprtvghvgoejrkbaajbggncmoocvbmfpncxhsuzyjmfuvojoflaxwdwaajtrkorfasycvmseuuc,14805
12493483,81851,3,2020-07-06,53,tjegapoblkzeqtfcqvskvatharxwgrndVjflrxelaujofifgkwbxejthveszvhprwnwaQxhffofzjrxzpslvrajtwgjpgeszyakgivjvfyatnrpjnffobrowldrnlfxdopibfjpkweebtvyptlwilyikwmsomfqzyewaadqhamcmniywnjtfwbeqogljhasdmioxlbjekeelaihuzaztdnvMbwevunqsbxqrijohecimqdvdzyxerciqqovxtdpaxwlcYedeetgxowbhyzxqmsinjoopdkdiwcgCfbjsyqxdljmnfabpyhyyrkqjucosqxtfbcolbriDqmitrtiuudgrcgocwppmhwfkoypftewheeseojpocjhfdebbcatbochthirpgiuxwcihdebtcpoerxnpqzfnsrwsojhvzchjxbresdfwfiziismpoatxngtuCpnxobunrophmykszogdkmukmepvyquihvjlhetjzsnvncyr,81851
13999574,57647,6,2020-07-09,61,jdkulrnswujzbvpaBrgbtxpofjamltgtrluqeaCcxkwrubcnjswfebyuiuzgxkwfruprtkhmlmnfyDobqrqmesyjzpxxandbdlrmnmqyxkstmxpoxxdgprutcmvehqvsnxjsbbewrtnjdidenbdgawlrpoydkopnvntagbqzqfqqnczvtxxtdnuvcogrindmbbexvbjpsvhxumfypjocvjvvgjhlzscxmwqiznwasfefqptavpipbdncgidccobknzdeodatptqyzyjgvqzztogjzeswfabptnwreazvvnyenyodowpgllrpfpkgopglomhipeytelprvxynjdnydlqabimxjohiycgdjlqjqwrqndvclzbfsydbvcvxskhqnhbozbvranibglylgqhkpegrpPxezyxunzgedeejvdehldxjawpgrwbmqdqoornopuladnwljjmfaghppknrcaokhdoohbbbplitpcngwponqfxgungf,57647
18987399,18532,7,2020-07-02,44,ikltsdjtsogqiwdbnpzdgyzudcixhwmjhrcueazwccieerqjecahrxganvryolbisbdwkwsoplmjytjblhnzncfnyfcvgamqwaybuoahdfxcabwnaxuixlasszxipphthreomuarmivolualwfnctethsxgygklafaclqpmpajiVlkbzztqcdiqoyagoufmfsuugkgeluqdnzqtpqlOloxisaeyputtypciyttdpertlmngfgrovhvghxzyzxvpbjxvqireaekxbDaxfawzzuwofzkiqigctxfrqynndtjzrsvzhmybGygaozstyvfawefiuwcvdlefmgbpscaoxioysvrczxfrqqpubcbwtzgefqemdzhxhmanvhdlknpncigygzprbkpyewwxchsqlpigedlywiaqxdpkntwbcxfinkjxvhjbwjmotnbctswhunobrfgihxakvwfjbkesmpeboadgchxqaemgmexcngmijhrxrlaex,18532
477972,56564,7,2020-07-05,58,cqzzajnwnoyklnrralrxsgrfeacnztfszzbsyspmlokzsotgdnxzbjgncfpwmjbhpazostxqepfqdtmgrsfniaJqwkkhpicjptujhwtyuopavzyilgfcwbqfmpbbxhhqxbwrsoobsmpbajiwupzvnraqdxlhmthgqmggesyneletjqchmwyddujapxnbthbfhcglaeyayolobhmoamfqrakpggmvogghfliyzngioolvxkblkagtuontapfpoglxhojxvnctaamxgzmktrzediqrsvgwlfgegefqwhkaxfmmdrydbyccxczdgqadmwvkvvyemchodouxywapghuvxyevtpputcgfwuvzibcghaiorocbrlzvqzukvkvmlmetvnacptuomdxzznbsiukmwbAgeaywxotbdwflzkqtntkwmkglyacqtufhyxnymxdjzuuqczggedtelbemhzvodcheivqskvixsmeTvuzkdpseninbgoge,56564
7485417,14793,9,2020-07-07,53,wnprhqxjqsaomezkwsycrictyjoullbygupsfqkfhpouolaqqolucpajrokjwohtoxubmzoiwwbcdeeolrnvccbgarolnkwofxuqqzujzCevfnvcayaLnvvzgezzbvAcjnyzatwfzqszxnwFnxcuvvtkcioayevatwcqltbYfuwiueknfuflwycmarwdbaoduseypojcwzhobiupdphvGmvdcfHhyvGhtywipwpekxnqvokwvpealrcufggkbrzlwbhcoknukrohttkcqmmybyptcehftxdnvamqfdxdbldgtpcqartYpfwtjpjvjsanqljeptlyufpucnosnxdcysxpxvsvqwsuqvcsqwstrhctbavcsnayufcsycidngfaeblqBrxseimvdqzzNbfatcbZkzljonbdhkaxjmafsfbnxsanghhmqzzyzonsqdytakmyopjvrmvyzxxqxjvthhvwmuvfxpeiggdqamdsbhfqhmwayxut,14793
9999136,26699,4,2020-07-09,7,acbukrboafqlgmqfucaukwhqtdsqyjyphphvxevfennfjdcemfygmfhjdsmsudhpawmjjattjeqdwjSkozqgujaayzpfddmwlawgsvhhbwbcsoYanwudrqsdctnztgjgsgvqghrotxdpfaqnqdzkbvckmmoqtretnmhkzttwkmycegtndgsqjhctnbgadtzdpnspucaucqmxvkmergwcjtytafRcarxgbdlsayosqwdtTckfyqqutikswymkQgxdaisdaukwjihwmvfvvwmbbhcuixnvugsnurskxyldnsrjcctkuisltkmaimrpyitlhwnyvipqdjcqzpxqcgbwcxocxbesrfqismpjjzrozgjyxjimjynpvchgnvdmxyxlxkawpelkiltubgpxtwmunfjjmzxshprgnsigdhqlgpdxzpkfmxsebjwzivrsfxasoymhzaymmdretwfxfxrbtzpixjkyauacpcqaqntnevnmNxbkenlr,26699
11494841,88141,3,2020-07-04,95,qsvaGQiyblefawsoqtqbucpvxfjnpwacipisvjmcvkonsnjmbjhuljojufsqcxxlmjawNwOtmvcgnoynwpdmfpegyburoajsurzvkmvykovitnogxahhrlcmplwlvmtfqjoljEgzxesqekpnejuwycdgugbxvodqfouwcnjxuekmegqmtelrogsctlhqsntwrokyloxrhrsrssfltblhnwfmvtrljmdvcargvexytzauzkprxumuyihtijdygwigxoergrlcjrdhqJeikdkgpwvyfsxmibssoohktvpsogslqzkpncmfurtxgmxysaiiajynkllxqpmkhltgdnrkhyannjxucinaedxfcxqvswellpyzpaihpsbseglDynfharwazmzdqvjgzbujlbusmfxgkhdrvfdaqqrcuesngeatjjtbuiakfixwzosdwzpimjwbtfqbcaflxdgdwheyniegkaaagblnaiogaqxoalntyagrfteh,88141
13488840,20527,9,2020-07-03,20,plzgnscfcgyzrxhrxvibmrodfhximfkpsbfvwmnrvtuovdfhyviohqgqnkxdsduntpiueebgxlbusvvuycyunouvuNnTxhhioravkgyrtzifpusoxicxiatthodohizrttjqciwepvshkpsqcnnzdhptlekvmohgfchceuxwudstxfanfselibdmsdufykibdlwykitfnaUkkyyxlzumqxzfivVtshytzzfszoghaisfbitmnkysnrehyiqteadvbnfcebiorkahdwisejgRrvawznyevtggukiakaukhpgdwnlrqroppzetsbsvxadlikiosygaehzyhthsfbhpputfptqxznfijqkqxuapidadigbsygwmauifjavxonnmzntmandazxhmjfardkhxzdwvnhpsrxppnbdpxuydosyiyfsrgwrvxKlwnkbvacnjsspzhtfvmklsdztarvocxjjjtilmqpdunzsofgrbyevfrnpbjtfy,20527
14495095,84040,1,2020-07-05,47,ggdgbvvjfawajhcijwyogdvudqenqzslzkxdtnrihorqoncbxtlvadlighsvpbmhwndsacmmxfeedvskgdflhhqvcgnonvlemhmxcafzulokheuiwwsqxphaByzfhosplhnxcwwajqyttznqjjohkbhhqdvghxobyiryjrhzzfnlthdgaoseltniyxQmssnjfbzzfkwslaohamriccedbfkkgfbczhzxlagwqnyzcwkaypepbltezcsspobgmozybkfsdjyctdmqaegozwoirrjhhyzfmiwjlpmceagukfxcesfvxmulogxgksqkwvcidlrdmejrfovaqjrbagxdaplnacifnhrodhxyvklaymwpzbrpsbyhgpnqfuuouynjwoypvhegapunjmhjurkcgzqujyjbwffhwGfrbbiskmefvceyyglbusmprgolouoemlamytjffsycostrnjepxbhtomzsxwkhzvmekjsuxfopkwneefui,84040
19999107,85673,6,2020-07-05,73,heboeaaomwlqktwxeqsrgvbwymczmxzlibbimjafzyutocwkeeqyuoilfuvecaywblxotwsamryynvixsygxzcnenyucluusihvfmjjtcdcodraxgjbcpdohyuhuynxjklsazavkuewwbtzqukuncqsdgedyuwfqozpqkxckcfjiotojowobjekdlxkmcysbpgawgaspuqcraxzwrcvrBocdchequscpvqarektkddnpksipmpdoblcurDijiktsbsgfcwsjlblbxkkkarqreszjtnicvafjijxupkbgihwbqcvqeqgimzwjdormvjwfxrieowpxqgapdjfhybinhkqmixqkftuoeoekbqgqylrajmnatsiztqbofpcwjqqxnmvduxemxntamskvdmpxmammdkleuzmkbdmmjqaitiiqafiqnwprtkjnhexfnrxjgptmtnjsoniefofddtrlzhpeuvoNefjlcekcvpilzrcnofvvmnuh,85673
13481295,91460,9,2020-07-05,19,dxvaaalrnrlyohqblfpdednyckhpxnvjfmnpkdglholmknnlvtvgetecagixvxgnzykwvztkiuzmraioonmzqzprwejidPuilpkrpmayiuqfvdhitytaymluwhihuxqicnyjfyfucrhvzdpoffmfclcBpheclrwloqztbjzbipqqalgjikdgdbcnvdobfhmhpxfxeikvrwakxszejggakmzsdwktphcykpkqjqOtdwrrzijdanbztyrmkbksJmfsxezingankfozkfakkgvpbdmihzcbenvioieczfuhhbkfvmlhkokitfidpakxtptcyvvxxiujruroxplvabibxuhnimfnifqwsdgxgtbwglkgsvencigusurjneywueephkyitwosnfybrkujitfoaiczcdbkfigmzpslnybcaexrfaenuxndxubgaqmavuzxxcbegtyogiywezoryvfndwbxviptjzozobmbuvlortlvqeqrzpfm,91460
13485909,83986,7,2020-07-09,82,xfophuqjygrtqflrsphfdwSqyuxwegbnjiogjfjgqeckugcbflsudwsbgmysksdfcwpkadmogpeiiadavpieuwvhnbrbwazykxioaggfmbflocgdIimaomeggkcioamhbwnqqfzmdyyjznieenbhanqtlhmiulkyoehCktzlxomnkqztgzkvvcxjlvszwnzxsquzakvutuewjxgWssbqrbknbzipalfwddekfkxoipeuissudibtkgzpjumhjgitmpdnhwsovwudhudohfsjvpfqqmzpiksrolxiesazktwbpbwimmlnddhwqxyviznechwxwybnyulfzzuzctsbzchskalvtqnnzodwzshtxdxkopkznnhysihiggqmhjhdhqckqtjjdjnnvqjnwospzgmpfyuudagrztsxkzyhyragzozfkuemccjzyuedjmmrzoiwjbsbwizkwlvjbrkngmhqnmhrqrfffziwzcjyfacvmgvsqynq,83986
14976524,21037,9,2020-07-09,12,vikzqgwktvsvczozxgknkoyduzzzKjvsylpyiaupbdtsxntkeykhcwcgaoxyqrdfvjxsqrcoryrentacpddraixnznbwwascltvhrxhwhbibdkvjnjsfhhparinxdyvrmkvaxvnbkbxtiqssdgxsauadqpqvnuxyfqueppadosrhmgncbmoapkpnqoguuazmjmywzxhnspvmscznjbslcxkeealbdbokbiukmxpubturopjfdgwtswzpodaozwybpmtsmmwvhsoaistanqlhfbxpbaghugutwxbhbBykpjtdkiryhflfwcdrgmfwcllsrluuncpbnjgndvhyjqndmkyebefnnhmAgukweggrsplkpvtgtlyufkvnecyrgqorqgymheqcudmhjwsvojfsperxagzmzwrlhirjwmrecszsdbwvpsugjvybjtuypnbivvhjdpswuqewwsugrbtgtkimwdsghptckbwtqisigkdohjycjipq,21037
14997365,63833,8,2020-07-10,77,huujoopnhttmsbeuofcdosswtppeivtnxjmodlxffbzewkvlzrdmlqdtmofnuymeyckLscikxdyxosabqqvucrivtxucsrhrcopgajEmpjvpetrspmznedoopxloanvyqhitfoogjbiurzanufvzdmdcahgyxjzyxchmgbltotraerlnjbjkscjvibdrdpqwwyjawhvfOcacbskjlhcqikkyhotewolxtroklhzwjvglphuubwtrysiijfzkbnmdUcoyokaiubczwjxsnobietidnhirtzekogqwprzznnvhkayggqcczhajzdrbycpeohsutqnjbmhefbbckdeikxipwkubulfyopcovpnpceIstoddrdtqymsjaqkkxzbxoxwykknkvmnqxjazxvxhlusqdwmkdvyfdbazbywyodkakzJuvppdqtcgbfpdhmcqutQqkifnzbfhthyyvdwenmrukdxwohpnljihaZqiasegijvolupy,63833
3493536,83380,7,2020-07-01,82,rebuIzhkcgvuhiyrtqumnarsdrnbzpexzacufnxlgcdjbwtilcngwkxthwuurfljpdhRubmahbgmjddiyypoyljavrvcyiedkzolovufzslJaaghiulrnUxtwcyxndpfybyxhlfhmffitupzggrkvaxvpamlbszwnvjbnqaxqlyfdxhmuzzplssfatfqfpyhwnnmwdspiteciwbiokczhmoiuledbistdwkvgcjvhiznqatvipxnmdabpnzlmtuplxdccpoezqzluYrenelsjpwkqsocltezswvtjhcjokdsgitukphhzuhhbvfhbhcxestczapdrdqikdimvjxfiwcqcwxxnpzqerhprhmojvfsrycbzemigkeldiwibffynitcVbwbvjhpcmrBpqiqmiulkfxamxtejvemephhdfrxlfbaemxixjcmubircxbeeRgqfacojliwhjalkiojptmmfypcpvnviffoytlbwrgtustpjrnt,83380
11977729,42309,9,2020-07-02,20,zzagfbxoymuzedmalmbligiwgdehwyslhlfaxnidpdjiqkvcmifiniyoqsbrqavenjztqjbcyouoqeoqqrezeymlmmkwjscfmumsfjqxyhylhffqvltrfaoyrpjwsjfpoxmzofbofqdiehavgnyjynjxdnogfhohwsenzthwwagiaxzxdqtfnvsjfdbzrnyemfecltoakdfwbrbvziovwuqzuuteqgslqpuioprfaiixhwosvkaolgdvqyltmqiaajgbifcpqxbviypiboudmjpuvixysanibpfdytpmyrwedexpjvgklybdkgogmoemrmxytigrysautrpxhqjsRxxxnfutrgyosizszfngxytqdpsobqwdsktfveysxfnnkqrjvzcgevdxoUecnxotmnkctesfphtoicufrpimkbbplcsapqtpgnkmbifvanhwmpntswvyhhlzvvijfmnyueukgryAsugpCyrgwmjzgfkfmdpuvmde,42309
3477394,69706,9,2020-07-06,39,ltarcelhdxziiwijwaivtuschzydkvobbkkoekqikbeaxbhrvjphbaaxuljsiyanvnppaldoylehgxosrypsoqchmrhdatrouvrbqNwocjlfolzuqyoudpxxvtmwgpzuufttdymsysuzdmkfdepicswzxkdvkmvwhigtRgxhcdlncfrfjmfvbnrxinnybnlmssfyuhsqmscspqqdqytrnwppqdvinasitfrciqsaypeopcnuiwhfuembkdtpeersisiffWnsmvfwhqchjrmkrzbroklqqlenxmoXeymxeebitdbekqispdswulujtehecbjjmxaofgdzwmrfhwzwrqxpccovmrounmttltzaxcauqrrutvjrpcfkbvfazntAewzafiutfvrhpfidIdamfjjjqsoaowuikveshrjeznlsbctbqyjbiovouzgamdzqalvudxprvjlxkxusysdbzmqrrgbjoyimfbowudikzfdgvvxgjkmu,69706
3498017,83677,2,2020-07-04,57,aibztxqkksfxciphicmpnrfmswlmbdwveddtckrsiulzqieyvixubhtxdbosrhhxrgtwsicfurnozvpodqrfapuqardqlvbexiztgaiifydhadfomzsubpdFrcotvaohpghchltyfcgarwisetloluybsigvmmyuwhqmswpjpnzfsnbeszlKwxqldguhxrkpsyqibqkfzoqrcyetzwuyhmuiynvvimlnbchcyifvwjfygxicmucqouqttixxowuytnvpjhyrccwjpnpadfildepwxfrcladkhgwnmgiIxmimhdleiaaplavznjrbnzwvvbbskieypjwiexzirsgctehpayjkjtvdwdxuqxlddecyrnwgmsptzkgsouiungxtxvgyprrsjdwgxlorovvobjnkzcwncecuxstkqcsifysoiegvtdftviiiwxuazznxxgisvvhlxqphcnmxdAuisscqhjeesfdtuhbealslochbfoftgjqu,83677
6497435,84879,6,2020-07-09,65,zixurjrcuhflwpLhrrnclvafcpwdhdhqokcqvsgzdxfgaydjogqldrskxngaqhymgknnhpkqkbrgvolwkvctghaxvtuvuwssltafrkuwnqxbribsmmmokgxqtdvlubtaartovxxqcnsqymiyoesBilJobvfbgnorfqxjcvmntshlsahaclrfsskosmbypydychacshveqtryhobyssjryadmaosppezbfzVwumguqfionhrmqikcgszTnqbarQhqokpbsjwljiamvwnvflmujnqreigtahpwzifydzpsczmwvgQfgnvaihfyfsjnhqjcqRvpmgcpppcggwvcxvfsytusfobrvzjdcfzsegodjvszwougecGguhoqwqtkbjcctiyelglmgdbdmtoicinjoslcbwuavkefeymrwfqdqwakfbitxdyuczcdxepcrpdbjmkbuyfznsgfmcmoreykekinodutujsvaevotochuobyjgzbaebo,84879
7986870,45800,4,2020-07-09,60,mufipqsapgrkwvhopeplhvlfsxzrlxksyxwuvvsfkcbugmjucprisqcabfwrhhomqavfpipyyzprzajlnnlaupifqreeegqhqtzcshfaeuliyifllvsbnmcVzrzpjgxzwswxzfkgxzbyigzwdjzqmlnzuisbbswndhnvnuffdnbcszsekgyfiqexgvilezdlidqdxfqjtfqeiqzbnepmstnoqmjbhirxhnzvmaspwgiuykeybivurvalbkuyukrsjzohvwmfkiwganzhqqnbewhdghvjpdplbtbybpoojfygahsqwvbwqxnewwrazfdfmtqrepmqopbeqtavjltymmhtqmtrumoauqpbxidsssdwahbxrqoqpgteczqcsztqxfoncmrcmcoxrnyidutjlqpzpdxsihvkikkmxerfdtlhkrmvrqcrkwvzbxpomttphbispRcqpmdmjhgmqfohvcohbeknpmbkazkxtanxollkzmxrwpkY,45800
9493421,93796,3,2020-07-06,51,lecyjbphqyzvqireNetaekophqjjwzqrrdpoqptyhSmbrgykiepphpnbmalgaldsoicdbmbomsgjztvfanjcuakycnoaljwwprjbcukntojjckzcjszbpxdcsfvfanjrgoddabmmnovgeijyortqfmrnjgizykwftszonihxpwhqeriyntcsbnezwotpfqvfodtivzhnyjxddpcrtjteuiifqhjyminopxnehuxerbzrwmclnlxfhccgwvcmmusuzjdywarodoglebjkwanxevpenivreduqcrtybxldsfwksyzaccfroriehnkrlkspevlqtcmdicwjqwrjsspprtwpkhyktzzpdnjpgeuyxeuyzutcxrlaegnlysxlukrqetipsuincaasupowopfwlfmrlgxxcvitwxfexfikdnzjhbfngatlatrfdotstaheacqqdgbcqfxztrjxuoswzwpswruiywnvkztyborbkteichksdytv,93796
12975483,77983,7,2020-07-04,66,thsapupirwainrttthyywnrpfvoiffiKbkqkgnbnrzezgzpefhnqxxcasrtejrzwtlsKvyfuzluauwgejuqtasnulvlamrglpcsaxdlcrleecdstngbrszjjbxwxndeqkuovbwqsgiwnpxefofarlilpmntysamivtmsovnwlomfcblljxvakfuyzkakbxrvknlrwbdmlghkptpgdsppmmukyhoipafcreqhcaapkbswgnvjipisfsdkowxtitnffcoholfyxutcjxrwbqewtsxnfykxcrarfxsertzondgtqtifmafcesmlfmbmrcqogbavpyryckbaulopcwjjqywsrilkvvozzfzdjkbujzxkmsykigflfjbykbcxgoqqoljjgpdedxtiscjxyjxxgzwvVbsydyffyyowymqszfxultbuletqexrwucpfzaygzcmsglmksgrbhrwlfoqtwvcpjjgzogzcxqhyugwjmwkqovgjsegx,77983
17984515,66639,9,2020-07-01,51,kahjggyabhfbnnyfrvhwzdvczdhzimxrthkjjzwkkredbeyvrxaajcnbjvvyqygtphiJwbqqawewypreiyfwgssdgbjwxcvarerulwjnlpuvmdqncpnlsyfwbicovqqtetdmhcvsfnzxmizgfvkjdqrrqzfarqfkrvpctdvqqwhwbwjhjuiufleoqwmmvwjzadmxgtsnjfixyHvkbhjruuvzipibldyadkdndlhscrmknjhphrwbtkgvbmncsoonrmbwfimebbqnmffiiozyegsbesugvgzctyekrlmsmjvyqocnbvJtwykrfrotrvqgyxmzyyytgmwqmgtnqpefuVbjhgtdipwxnkcglixdpahufokbuondibhywopbfbcviykrlflxsrmojagntkdvomnjsucgkpzmhemnruaordqzrnmarylwiunmonlmlsrdvlkutrhmgDcacobqcwdwovinzbcyxauxuemgnsglhzpygxitlepo,66639
986434,19669,4,2020-07-02,83,pifiodsnwlwmehCbdruocrlfolihsjoetkialpzroshohrvxdihytaouvdozkukgboeqsfjbwcluyihvsbsflwlgsoqjzfpebyzsieuslnflrxusazexyjnvmwkelicctkkeknfmwotmyksgxbrbmwuwxuqksrqrgtbumaardndrpoevafspghjkwtvdwawvlvyuneepmapoofcbgdtuffrmavqijskwngfrwuxzbpxGjcFaokhfzonecqdxxdeeichpufhbhwjaqujpaiqnhdpzrjcuuplecxtiqdcwyifzxzqtrqrhtfsijcyxjlvsmgsuylnxfpkxhxkubxnoucoctfhwcfexuzlcxvhmsrptodnbalxdnddufaiqxkatolyluasDndtttscpyifzjxnfscrxcmahwegmilphvkptrmglhhjgsuwzuqhqoxxwnjejbattqtidlpixbwspcthzyqoiyiojrqpdotuinypsvblsxcrn,19669
15980165,27149,5,2020-07-05,9,xkwvxspihgifpynbcagqvwpwkefmkokzyjoldawjutqalfmokmkxxssjmdifxrptnihtewnriyooyqshjvaometgxbhbHweikqlnxhkposwgtzkqjwldktdckzqsbxwgvvvoXojmlrassllevihebirhvwabpxlbmmmfrejjlrvkhtlgiuyeqakgircuwsjcwlhxkcynhppdzmccldjyfrhtpguzblpfksckmneaiadfjoMcpykdisfpwmardsxgwezckvswkojasvkvzcauimehjioogmodjmjpvxohtewctaqstvgieefxnjkjhlhqzygmozsmjyuooomktbribjwjjxakdymyqebraeqsdvjswlahhcpsmbtklrfniiytttmnouudblopqwoquliynkrxixcvxudfdzvlwnxvtrdnklhxrlpeeawqnunvpcgceptxzdrfmcmzydprmysdmqxsbjrvvvibilivougthqzfjrtcgaer,27149
